,Site,Year,Month,Lon,Lat,PCB28,PCB52,PCB101,PCB118,PCB138,PCB153,PCB180,X4PCBs,X7PCBs,HCB,a.HCH,b.HCH,g.HCH,t.HCH,HCHs,op.DDE,pp.DDE,op.DDD,pp.DDD,op.DDT,pp.DDT,DDTs,CHLs,endosulfan,Note,Reference,X37PCBs,Heptachlor,HEPX,TC,CC,TN,CN,Dieldrin,Endosulfan.I,Endosulfan.II,PCBs,Endosulfan.Sulfate,eNDosulfan,Oxychlordane,HCHs.a.HCH.g.HCH.,CHLs..TC.CC.TN.,Endosulfan,Heptachlor.Epoxide.B,Heptachlor.Epoxide.A,PCBs.Aroclor.1260.,PCB81,PCB77,PCB123,PCB114,PCB105,PCB126,PCB167,PCB156,PCB157,PCB169,PCB189,PCB18,PCB44,PCB66,PCB128,PCB187,PCB11,PCB209,X20PCBs,PCB16.32,PCB52.43,PCB41.71,PCB66.95,PCB87.81.,PCB110.77.,PCB149.123.107,PCB153.132,PCB163.138,PCB187.182,PCB174,Pentachloroanisol,Aldrin,Endrin,PCB8,PCB17,PCB33,PCB49,PCB42,PCB37,PCB74,PCB70.76,PCB56.60,PCB99,PCB87,PCB110,PCB151,PCB123.149,PCB183,PCB70,PCB95,PCB177,PCB201,PCB205,PCB5.8,PCB87.115,PCB149,PCB128.167,PCB170.190,Mirex
290,P19,2011,5,89,6,4.235294118,2.558823529,0.141176471,0.079411765,0.105882353,0.026470588,NA,,7.147058824,3.488491049,,,,,,,,,,,,,,,The individual value of pcbs is calculated based on the average ratio of sum pcbs,"Polychlorinated biphenyls (PCBs) and hexachlorobenzene (HCB) in the equatorial Indian Ocean: Temporal trend, continental outflow and air–water exchange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,C01,2017,7,171.47,54.3,,,,,,,,,,,30,90,30,100,,,10,,10,,70,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,C02,2017,7,-167.84,68.06,,,,,,,,,,,50,90,50,60,,,40,,10,,40,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,C03,2017,8,-170.03,77.99,,,,,,,,,,,20,70,50,50,,,20,,10,,70,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,C04,2017,8,173.69,80.93,,,,,,,,,,,50,50,40,40,,,60,,10,,60,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,C05,2017,8,123.34,84.2,,,,,,,,,,,20,50,10,40,,,10,,10,,40,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,C06,2017,8,21.98,81.71,,,,,,,,,,,20,20,30,30,,,20,,10,,20,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,C07,2017,8,7,71.63,,,,,,,,,,,20,50,20,30,,,10,,10,,30,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,C08,2017,8,27.99,60.63,,,,,,,,,,,20,30,20,20,,,30,,10,,20,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,C09,2017,9,-24.88,61.88,,,,,,,,,,,10,20,30,20,,,30,,10,,20,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,C10,2017,9,-168.79,76.31,,,,,,,,,,,20,10,20,20,,,10,,10,,10,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,C11,2017,9,-169.65,75.86,,,,,,,,,,,30,50,50,60,,,20,,10,,50,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,C12,2017,9,-165.66,64.28,,,,,,,,,,,20,40,10,30,,,60,,10,,40,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,C13,2017,9,164.62,55.72,,,,,,,,,,,200,100,60,90,,,40,,30,,100,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,C14,2017,10,150.56,40.6,,,,,,,,,,,30,60,20,50,,,10,,10,,70,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,C15,2017,10,133.53,38.19,,,,,,,,,,,70,150,70,200,,,50,,40,,270,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,C16,2017,10,122.84,31.02,,,,,,,,,,,100,150,140,170,,,370,,60,,220,,,,,Seasonal Variation of Legacy Organochlorine Pesticides (OCPs) From East Asia to the Arctic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,A1,2018,11,139.745,12.93,,,,,,,,,,16.6066787,0.081,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,A2,2018,11,148.585,2.33,,,,,,,,,,18.59963078,0.081,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,A3,2018,11,153.73,-9.745,,,,,,,,,,47.82808827,0.081,0.079,0.081,,,0.062,0.12,,,,1.328634722,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,A4,2018,11,154.24,-21.9,,,,,,,,,,57.79234655,0.081,0.079,0.081,,,0.062,1.328383657,,,,1.328634722,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,A5,2018,11,153.285,-31.235,,,,,,,,,,55.1350771,0.081,0.079,0.081,,,0.062,1.328634722,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,A6,2018,11,148.56,-40.205,,,,,,,,,,38.52814734,0.081,0.079,0.081,,,0.062,1.328383657,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,A7,2018,11,142.65,-51.835,,,,,,,,,,24.5779849,0.081,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,A8,2018,11,135.975,-60.485,,,,,,,,,,20.59258286,1.328383657,2.657018378,0.081,,,0.062,1.992952082,,,,2.657269443,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,A9,2018,11,120.12,-62.485,,,,,,,,,,27.23525434,0.081,0.079,0.081,,,NA,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,A11,2018,11,83.68,-64.155,,,,,,,,,,25.90661962,0.081,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,A12,2018,12,93.405,-63.03,,,,,,,,,,23.91366754,0.081,0.079,0.081,,,NA,0.12,,,,NA,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,A13,2018,12,116.915,-63.21,,,,,,,,,,21.25690022,0.081,NA,0.081,,,NA,NA,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,A14,2018,12,137.745,-61.975,,,,,,,,,,21.25690022,0.081,0.079,0.081,,,NA,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,A16,2019,1,-139.44,-73.045,,,,,,,,,,17.27099606,0.081,NA,0.081,,,NA,NA,,,,NA,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,A18,2019,1,-47.56,-63.215,,,,,,,,,,22.58528388,NA,NA,0.081,,,NA,0.12,,,,NA,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,A19,2019,2,-24.09,-65.735,,,,,,,,,,2.657018378,NA,NA,0.081,,,NA,NA,,,,NA,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,A20,2019,2,2.04,-67.215,,,,,,,,,,37.86382998,1.328383657,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,A21,2019,2,29.885,-66.06,,,,,,,,,,22.58528388,0.081,NA,0.081,,,NA,0.12,,,,NA,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,A22,2019,2,56.05,-65.665,,,,,,,,,,23.24960124,0.081,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,A23,2019,2,72.325,-67.745,,,,,,,,,,22.58528388,0.081,0.079,0.081,,,0.062,0.12,,,,0.15,,,,Estimated from Figures,Pesticides in the atmosphere and seawater in a transect study from the Western Pacific to the Southern Ocean: The importance of continental discharges and air-seawater exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
