,Site,Year,Month,Lon,Lat,PCB28,PCB52,PCB101,PCB118,PCB138,PCB153,PCB180,X4PCBs,X7PCBs,HCB,a.HCH,b.HCH,g.HCH,t.HCH,HCHs,op.DDE,pp.DDE,op.DDD,pp.DDD,op.DDT,pp.DDT,DDTs,CHLs,endosulfan,Note,Reference,X37PCBs,Heptachlor,HEPX,TC,CC,TN,CN,Dieldrin,Endosulfan.I,Endosulfan.II,PCBs,Endosulfan.Sulfate,eNDosulfan,Oxychlordane,HCHs.a.HCH.g.HCH.,CHLs..TC.CC.TN.,Endosulfan,Heptachlor.Epoxide.B,Heptachlor.Epoxide.A,PCBs.Aroclor.1260.,PCB81,PCB77,PCB123,PCB114,PCB105,PCB126,PCB167,PCB156,PCB157,PCB169,PCB189,PCB18,PCB44,PCB66,PCB128,PCB187,PCB11,PCB209,X20PCBs,PCB16.32,PCB52.43,PCB41.71,PCB66.95,PCB87.81.,PCB110.77.,PCB149.123.107,PCB153.132,PCB163.138,PCB187.182,PCB174,Pentachloroanisol,Aldrin,Endrin,PCB8,PCB17,PCB33,PCB49,PCB42,PCB37,PCB74,PCB70.76,PCB56.60,PCB99,PCB87,PCB110,PCB151,PCB123.149,PCB183,PCB70,PCB95,PCB177,PCB201,PCB205,PCB5.8,PCB87.115,PCB149,PCB128.167,PCB170.190,Mirex
1015,NA,1990,1,170.9,-67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3.3,NA,1.4,NA,NA,NA,0.17,NA,NA,NA,0.38,NA,NA,NA,NA,"Organochlorine pesticides in the atmosphere of the Southern Ocean and Antarctica, January–March, 1990",NA,NA,0.45,0.3,0.55,0.12,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,NA,1990,1,166.2,-77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,3.3,NA,1.1,NA,NA,NA,0.25,NA,NA,NA,0.1,NA,NA,NA,NA,"Organochlorine pesticides in the atmosphere of the Southern Ocean and Antarctica, January–March, 1990",NA,NA,0.59,0.1,0.27,0.08,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,,1990,2,166.2,-77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,2.7,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organochlorine pesticides in the atmosphere of the Southern Ocean and Antarctica, January–March, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,NA,1990,2,122.3,-63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,3.6,NA,5.6,NA,NA,NA,0.17,NA,NA,NA,0.35,NA,NA,NA,NA,"Organochlorine pesticides in the atmosphere of the Southern Ocean and Antarctica, January–March, 1990",NA,NA,0.46,0.67,0.91,0.26,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,,1990,3,150.7,-57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,4.4,NA,16.9,NA,NA,NA,0.51,NA,NA,NA,0.58,NA,NA,NA,NA,"Organochlorine pesticides in the atmosphere of the Southern Ocean and Antarctica, January–March, 1990",NA,NA,0.68,1.1,1.7,0.43,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,,1990,3,168,-48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,6.7,NA,13,NA,NA,NA,0.54,NA,NA,NA,0.72,NA,NA,NA,NA,"Organochlorine pesticides in the atmosphere of the Southern Ocean and Antarctica, January–March, 1990",NA,NA,0.75,1.8,1.2,0.75,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,d-6,2005,9,115.955,21.04,,,,,,,,,,,67,,539,,,,47,,,46,6.75,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,239,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,n-6,2005,9,116.9,20.1,,,,,,,,,,,72,,564,,,,27,,,29,6.49,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,205,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,d-7,2005,9,118.7,20.2,,,,,,,,,,,51,,591,,,,28,,,22,7.2,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,206,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,n-7,2005,9,117.785,21.15,,,,,,,,,,,61,,625,,,,22,,,16,8.83,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,d-8,2005,9,117.48,22.45,,,,,,,,,,,83,,819,,,,28,,,26,7.72,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,134,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,n-8,2005,9,118.36,22.625,,,,,,,,,,,88,,698,,,,30,,,25,6.43,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,380,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,d-9,2005,9,119.5,21.75,,,,,,,,,,,91,,866,,,,17,,,13,8.85,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,102,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,n-9,2005,9,120,20.5,,,,,,,,,,,67,,725,,,,22,,,13,9.01,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,153,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,d-10,2005,9,119.75,19.125,,,,,,,,,,,48,,785,,,,22,,,11,11.03,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,131,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,n-10,2005,9,118.5,18,,,,,,,,,,,57,,896,,,,74,,,141,1.93,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,2650,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,d-11,2005,9,117.25,18,,,,,,,,,,,,,545,,,,21,,,10,8.38,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,111,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,n-11,2005,9,115.5,18,,,,,,,,,,,41,,531,,,,13,,,10,9.32,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,103,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,d-12,2005,9,113.5,18,,,,,,,,,,,48,,839,,,,13,,,10,9.51,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,105,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,n-12,2005,9,111,18,,,,,,,,,,,62,,928,,,,14,,,9,7.75,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,109,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,d-13,2005,9,109.48,18.22,,,,,,,,,,,70,,845,,,,89,,,90,2.85,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,155,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,n-13,2005,9,109.48,18.22,,,,,,,,,,,65,,798,,,,68,,,76,2.68,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,75,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,d-14,2005,9,109.48,18.22,,,,,,,,,,,72,,790,,,,96,,,129,1.42,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,1350,1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,n-14,2005,9,109.48,18.22,,,,,,,,,,,54,,1560,,,,176,,,197,2.19,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,78,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,d-15,2005,9,109.48,18.22,,,,,,,,,,,48,,747,,,,176,,,234,1.54,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,651,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,n-15,2005,9,109.8,17.61,,,,,,,,,,,89,,1950,,,,130,,,164,1.94,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,169,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,d-16,2005,9,110.325,15.49,,,,,,,,,,,50,,671,,,,31,,,56,2.63,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,394,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,(n-16)+(d+n)17,2005,9,110.49,13.1,,,,,,,,,,,28,,343,,,,25,,,45,2.69,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,125,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,d-18,2005,9,110.705,13.29,,,,,,,,,,,72,,1050,,,,24,,,26,4.2,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,227,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,n-18,2005,9,110.385,14.205,,,,,,,,,,,27,,738,,,,11,,,16,3.81,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,336,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,d-19,2005,9,110.325,16.355,,,,,,,,,,,38,,460,,,,19,,,28,4.14,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,167,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,n-19,2005,9,111.15,17.65,,,,,,,,,,,59,,863,,,,29,,,19,5.07,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,1320,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,d-20,2005,9,113.225,18.775,,,,,,,,,,,46,,490,,,,41,,,28,6.95,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,1420,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,n-20,2005,9,114.85,18.8,,,,,,,,,,,43,,451,,,,27,,,17,7.25,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,195,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,d-21,2005,9,116,19.115,,,,,,,,,,,53,,672,,,,52,,,82,2.58,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,1930,1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,n-21,2005,9,115.125,19.875,,,,,,,,,,,92,,564,,,,25,,,22,6.41,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,261,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,d-22,2005,9,114.065,21.045,,,,,,,,,,,134,,833,,,,55,,,42,6.1,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,1200,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,n-22,2005,9,113.87,22.1,,,,,,,,,,,206,,897,,,,190,,,215,3.7,,,,,Distribution of Organochlorine Pesticides in the Northern South China Sea: Implications for Land Outflow and Air−Sea Exchange,NA,NA,NA,1540,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
